c Exact - branch main commit 8dac976
c Reading input file, expected format is wbo
c #vars 2077 #constraints 1875
c PRESOLVE
c     bounds 492 >= 0 @ 0.227587, 595
c     bounds 492 >= 1 @ 0.239078, 596
c 1000 confls 3701 constrs 2077 vars
c     bounds 492 >= 2 @ 5.52603, 1396
c     bounds 491 >= 2 @ 5.53231, 1396
c     bounds 490 >= 2 @ 5.53397, 1396
c     bounds 489 >= 2 @ 5.53555, 1396
c     bounds 488 >= 2 @ 5.53709, 1396
c     bounds 487 >= 2 @ 5.53862, 1396
c     bounds 486 >= 2 @ 5.54033, 1396
c     bounds 485 >= 2 @ 5.54194, 1396
c     bounds 484 >= 2 @ 5.54347, 1396
c     bounds 483 >= 2 @ 5.54511, 1396
c     bounds 482 >= 2 @ 5.54674, 1396
c     bounds 481 >= 2 @ 5.54838, 1396
c     bounds 480 >= 2 @ 5.55002, 1396
c     bounds 479 >= 2 @ 5.55163, 1396
c     bounds 478 >= 2 @ 5.55342, 1396
c     bounds 477 >= 2 @ 5.55515, 1396
c     bounds 476 >= 2 @ 5.55682, 1396
c     bounds 475 >= 2 @ 5.55849, 1396
c     bounds 474 >= 2 @ 5.56018, 1396
c     bounds 473 >= 2 @ 5.56188, 1396
c     bounds 472 >= 2 @ 5.56358, 1396
c     bounds 471 >= 2 @ 5.56523, 1396
c     bounds 470 >= 2 @ 5.56693, 1396
c     bounds 469 >= 2 @ 5.56863, 1396
c     bounds 468 >= 2 @ 5.57023, 1396
c     bounds 467 >= 2 @ 5.57182, 1396
c     bounds 466 >= 2 @ 5.57351, 1396
c     bounds 465 >= 2 @ 5.57515, 1396
c     bounds 464 >= 2 @ 5.57686, 1396
c     bounds 463 >= 2 @ 5.57856, 1396
c     bounds 462 >= 2 @ 5.58023, 1396
c     bounds 461 >= 2 @ 5.58197, 1396
c     bounds 460 >= 2 @ 5.58367, 1396
c     bounds 459 >= 2 @ 5.58534, 1396
c     bounds 458 >= 2 @ 5.58702, 1396
c     bounds 457 >= 2 @ 5.5887, 1396
c     bounds 456 >= 2 @ 5.59044, 1396
c     bounds 455 >= 2 @ 5.59211, 1396
c     bounds 454 >= 2 @ 5.59389, 1396
c     bounds 453 >= 2 @ 5.59557, 1396
c     bounds 452 >= 2 @ 5.59731, 1396
c     bounds 451 >= 2 @ 5.59903, 1396
c     bounds 450 >= 2 @ 5.60077, 1396
c     bounds 449 >= 2 @ 5.60247, 1396
c     bounds 448 >= 2 @ 5.60415, 1396
c     bounds 447 >= 2 @ 5.60584, 1396
c     bounds 446 >= 2 @ 5.60756, 1396
c     bounds 445 >= 2 @ 5.6093, 1396
c     bounds 444 >= 2 @ 5.61104, 1396
c     bounds 443 >= 2 @ 5.6128, 1396
c     bounds 442 >= 2 @ 5.6145, 1396
c     bounds 441 >= 2 @ 5.61619, 1396
c     bounds 440 >= 2 @ 5.61786, 1396
c     bounds 439 >= 2 @ 5.61954, 1396
c     bounds 438 >= 2 @ 5.62117, 1396
c     bounds 437 >= 2 @ 5.62285, 1396
c     bounds 436 >= 2 @ 5.6245, 1396
c     bounds 435 >= 2 @ 5.62616, 1396
c     bounds 434 >= 2 @ 5.62784, 1396
c     bounds 433 >= 2 @ 5.62946, 1396
c     bounds 432 >= 2 @ 5.63109, 1396
c     bounds 431 >= 2 @ 5.63276, 1396
c     bounds 430 >= 2 @ 5.63441, 1396
c     bounds 429 >= 2 @ 5.63613, 1396
c     bounds 428 >= 2 @ 5.63778, 1396
c     bounds 427 >= 2 @ 5.63937, 1396
c     bounds 426 >= 2 @ 5.64103, 1396
c     bounds 425 >= 2 @ 5.64271, 1396
c     bounds 424 >= 2 @ 5.64438, 1396
c     bounds 423 >= 2 @ 5.64608, 1396
c     bounds 422 >= 2 @ 5.64773, 1396
c     bounds 421 >= 2 @ 5.64943, 1396
c     bounds 420 >= 2 @ 5.65112, 1396
c     bounds 419 >= 2 @ 5.65287, 1396
c     bounds 418 >= 2 @ 5.6546, 1396
c     bounds 417 >= 2 @ 5.65634, 1396
c     bounds 416 >= 2 @ 5.65796, 1396
c     bounds 415 >= 2 @ 5.65971, 1396
c     bounds 414 >= 2 @ 5.66149, 1396
c     bounds 413 >= 2 @ 5.6633, 1396
c     bounds 412 >= 2 @ 5.66499, 1396
c     bounds 411 >= 2 @ 5.6666, 1396
c     bounds 410 >= 2 @ 5.66819, 1396
