c Exact - branch main commit 8dac976
c Reading input file, expected format is wbo
c #vars 2077 #constraints 1875
c PRESOLVE
c     bounds 2218048 >= 0 @ 0.235498, 595
c     bounds 706666 >= 0 @ 0.239941, 595
c     bounds 702238 >= 0 @ 0.248419, 600
c     bounds 699748 >= 0 @ 0.257499, 606
c     bounds 699629 >= 0 @ 0.2629, 607
c     bounds 697517 >= 0 @ 0.270117, 611
c     bounds 695717 >= 0 @ 0.292586, 628
c     bounds 695513 >= 0 @ 0.299942, 634
c     bounds 694736 >= 0 @ 0.306808, 640
c     bounds 694286 >= 0 @ 0.319116, 643
c     bounds 693486 >= 0 @ 0.326728, 647
c     bounds 690613 >= 0 @ 0.38383, 672
c     bounds 690597 >= 0 @ 0.390514, 675
c     bounds 689122 >= 0 @ 0.41172, 687
c     bounds 686114 >= 0 @ 0.473903, 703
c     bounds 686083 >= 0 @ 0.551923, 729
c     bounds 685812 >= 0 @ 0.942931, 907
c     bounds 685533 >= 0 @ 0.956829, 917
c     bounds 685466 >= 0 @ 1.09763, 949
c     bounds 681241 >= 0 @ 1.12213, 962
c 1000 confls 3736 constrs 2076 vars
c     bounds 680750 >= 0 @ 1.28867, 1264
c     bounds 678902 >= 0 @ 1.31178, 1274
c     bounds 678878 >= 0 @ 1.34455, 1284
c     bounds 678831 >= 0 @ 1.34966, 1285
c     bounds 677875 >= 0 @ 1.35391, 1286
c     bounds 677859 >= 0 @ 1.35616, 1286
c     bounds 677855 >= 0 @ 1.36403, 1293
c     bounds 677271 >= 0 @ 1.38392, 1305
c     bounds 676829 >= 0 @ 1.38619, 1306
c     bounds 676814 >= 0 @ 1.39231, 1310
c     bounds 676769 >= 0 @ 1.40338, 1340
c     bounds 676049 >= 0 @ 1.43629, 1361
c     bounds 675521 >= 0 @ 1.45164, 1363
c     bounds 675474 >= 0 @ 1.48011, 1372
c     bounds 674451 >= 0 @ 1.51953, 1380
c     bounds 672476 >= 0 @ 1.531, 1389
c     bounds 671903 >= 0 @ 1.53676, 1395
c     bounds 670111 >= 0 @ 1.56061, 1423
c     bounds 669944 >= 0 @ 1.56733, 1428
c     bounds 669895 >= 0 @ 1.68468, 1454
c     bounds 669795 >= 0 @ 1.69376, 1457
c     bounds 669714 >= 0 @ 1.75656, 1496
c     bounds 668564 >= 0 @ 1.76015, 1500
c     bounds 668559 >= 0 @ 1.76391, 1502
c     bounds 668553 >= 0 @ 1.79445, 1605
c     bounds 668384 >= 0 @ 1.79792, 1606
c     bounds 668325 >= 0 @ 1.80254, 1607
c     bounds 668309 >= 0 @ 1.80452, 1607
c     bounds 668304 >= 0 @ 1.80788, 1608
c     bounds 668288 >= 0 @ 1.80971, 1608
c     bounds 668284 >= 0 @ 1.81159, 1608
c     bounds 667712 >= 0 @ 1.81892, 1610
c     bounds 666674 >= 0 @ 2.0827, 1710
c     bounds 666250 >= 0 @ 2.10112, 1716
c     bounds 665640 >= 0 @ 2.10808, 1738
c     bounds 665176 >= 0 @ 2.15156, 1786
c     bounds 665127 >= 0 @ 2.165, 1805
c     bounds 663902 >= 0 @ 2.16762, 1805
c     bounds 663821 >= 0 @ 2.18424, 1823
c     bounds 660796 >= 0 @ 2.18639, 1823
c     bounds 658456 >= 0 @ 2.18879, 1823
c     bounds 657961 >= 0 @ 2.19119, 1823
c     bounds 657896 >= 0 @ 2.19327, 1823
c     bounds 657880 >= 0 @ 2.19511, 1823
c     bounds 657151 >= 0 @ 2.19701, 1823
c     bounds 654447 >= 0 @ 2.19939, 1823
c     bounds 653918 >= 0 @ 2.20158, 1823
c     bounds 651893 >= 0 @ 2.20406, 1824
c     bounds 650260 >= 0 @ 2.20864, 1827
c     bounds 649660 >= 0 @ 2.21054, 1827
c     bounds 649220 >= 0 @ 2.21499, 1829
c     bounds 646385 >= 0 @ 2.21845, 1831
c     bounds 645485 >= 0 @ 2.22104, 1831
c     bounds 645116 >= 0 @ 2.22319, 1831
c     bounds 644876 >= 0 @ 2.22525, 1831
c     bounds 644864 >= 0 @ 2.22719, 1831
c     bounds 644860 >= 0 @ 2.22894, 1831
c     bounds 642360 >= 0 @ 2.23122, 1831
c     bounds 639111 >= 0 @ 2.23354, 1831
c     bounds 639086 >= 0 @ 2.23574, 1831
c     bounds 637578 >= 0 @ 2.23801, 1831
c     bounds 637338 >= 0 @ 2.2402, 1831
