c Exact - branch main commit 8dac976
c Reading input file, expected format is wbo
c #vars 2061 #constraints 1867
c PRESOLVE
c     bounds 1712851 >= 0 @ 0.343617, 423
c     bounds 853024 >= 0 @ 0.347151, 423
c     bounds 853020 >= 0 @ 0.349147, 423
c     bounds 852960 >= 0 @ 0.351751, 424
c     bounds 849135 >= 0 @ 0.3542, 425
c     bounds 848974 >= 0 @ 0.363201, 434
c     bounds 848973 >= 0 @ 0.365747, 434
c     bounds 848972 >= 0 @ 0.36754, 434
c     bounds 848971 >= 0 @ 0.369297, 434
c     bounds 848970 >= 0 @ 0.371051, 434
c     bounds 848967 >= 0 @ 0.373116, 434
c     bounds 848966 >= 0 @ 0.374862, 434
c     bounds 848957 >= 0 @ 0.376758, 434
c     bounds 848941 >= 0 @ 0.378976, 434
c     bounds 848936 >= 0 @ 0.381123, 434
c     bounds 848933 >= 0 @ 0.383094, 434
c     bounds 848932 >= 0 @ 0.384855, 434
c     bounds 848916 >= 0 @ 0.387049, 434
c     bounds 848911 >= 0 @ 0.389163, 434
c     bounds 848908 >= 0 @ 0.391085, 434
c     bounds 848907 >= 0 @ 0.392854, 434
c     bounds 848882 >= 0 @ 0.395074, 434
c     bounds 848873 >= 0 @ 0.397179, 434
c     bounds 848872 >= 0 @ 0.399216, 434
c     bounds 848871 >= 0 @ 0.401058, 434
c     bounds 848870 >= 0 @ 0.403025, 434
c     bounds 848869 >= 0 @ 0.40489, 434
c     bounds 848868 >= 0 @ 0.406717, 434
c     bounds 848867 >= 0 @ 0.408557, 434
c     bounds 848866 >= 0 @ 0.410422, 434
c     bounds 848862 >= 0 @ 0.412468, 434
c     bounds 848858 >= 0 @ 0.414396, 434
c     bounds 848842 >= 0 @ 0.416449, 434
c     bounds 848698 >= 0 @ 0.418956, 434
c     bounds 848617 >= 0 @ 0.421031, 434
c     bounds 848581 >= 0 @ 0.423472, 434
c     bounds 848542 >= 0 @ 0.425822, 434
c     bounds 848521 >= 0 @ 0.428151, 434
c     bounds 848518 >= 0 @ 0.430461, 434
c     bounds 848517 >= 0 @ 0.432338, 434
c     bounds 848513 >= 0 @ 0.434445, 434
c     bounds 848509 >= 0 @ 0.436537, 434
c     bounds 848506 >= 0 @ 0.438635, 434
c     bounds 848505 >= 0 @ 0.440524, 434
c     bounds 848504 >= 0 @ 0.442431, 434
c     bounds 848500 >= 0 @ 0.444538, 434
c     bounds 848499 >= 0 @ 0.446499, 434
c     bounds 848498 >= 0 @ 0.448331, 434
c     bounds 848497 >= 0 @ 0.450099, 434
c     bounds 848496 >= 0 @ 0.451807, 434
