c Exact - branch main commit 8dac976
c Reading input file, expected format is wbo
c #vars 1975 #constraints 1873
c PRESOLVE
c     bounds 1818223 >= 0 @ 0.404387, 234
c     bounds 698949 >= 0 @ 0.412497, 237
c     bounds 691209 >= 0 @ 0.426784, 241
c     bounds 688953 >= 0 @ 0.430151, 242
c     bounds 687072 >= 0 @ 0.438718, 243
c     bounds 685029 >= 0 @ 0.448053, 245
c     bounds 677285 >= 0 @ 0.451898, 246
c     bounds 677284 >= 0 @ 0.454502, 246
c     bounds 677283 >= 0 @ 0.459971, 246
c     bounds 677282 >= 0 @ 0.467955, 246
c     bounds 677281 >= 0 @ 0.475633, 246
c     bounds 677256 >= 0 @ 0.482977, 246
c     bounds 677220 >= 0 @ 0.489544, 246
c     bounds 677195 >= 0 @ 0.495014, 246
c     bounds 677194 >= 0 @ 0.50004, 246
c     bounds 677193 >= 0 @ 0.50214, 246
c     bounds 677192 >= 0 @ 0.504268, 246
c     bounds 677191 >= 0 @ 0.506285, 246
c     bounds 677190 >= 0 @ 0.508327, 246
c     bounds 677189 >= 0 @ 0.513162, 246
c     bounds 677185 >= 0 @ 0.518541, 246
c     bounds 677169 >= 0 @ 0.52929, 246
c     bounds 677105 >= 0 @ 0.532107, 246
c     bounds 677070 >= 0 @ 0.534536, 246
c     bounds 677069 >= 0 @ 0.536586, 246
c     bounds 676984 >= 0 @ 0.540594, 246
c     bounds 676949 >= 0 @ 0.546085, 246
c     bounds 676948 >= 0 @ 0.552008, 246
c     bounds 676692 >= 0 @ 0.554656, 246
c     bounds 676368 >= 0 @ 0.556998, 246
c     bounds 675927 >= 0 @ 0.559373, 246
c     bounds 675027 >= 0 @ 0.563374, 246
c     bounds 674771 >= 0 @ 0.5707, 246
c     bounds 674242 >= 0 @ 0.577377, 246
c     bounds 674241 >= 0 @ 0.57972, 246
c     bounds 674240 >= 0 @ 0.581602, 246
c     bounds 674239 >= 0 @ 0.583516, 246
c     bounds 668614 >= 0 @ 0.586185, 246
c     bounds 667525 >= 0 @ 0.588651, 246
c     bounds 667084 >= 0 @ 0.591232, 246
c     bounds 666684 >= 0 @ 0.593523, 246
c     bounds 665315 >= 0 @ 0.596038, 246
c     bounds 664531 >= 0 @ 0.598496, 246
c     bounds 664527 >= 0 @ 0.601171, 246
c     bounds 664526 >= 0 @ 0.60323, 246
c     bounds 664525 >= 0 @ 0.606253, 246
c     bounds 664524 >= 0 @ 0.609887, 246
c     bounds 664523 >= 0 @ 0.614375, 246
c     bounds 664327 >= 0 @ 0.621928, 246
c     bounds 664183 >= 0 @ 0.625231, 246
c     bounds 659827 >= 0 @ 0.627761, 246
c     bounds 659811 >= 0 @ 0.630293, 246
c     bounds 658970 >= 0 @ 0.632858, 246
c     bounds 658609 >= 0 @ 0.635342, 246
c     bounds 658545 >= 0 @ 0.637799, 246
c     bounds 658544 >= 0 @ 0.639987, 246
c     bounds 658543 >= 0 @ 0.641804, 246
c     bounds 658539 >= 0 @ 0.644031, 246
c     bounds 658418 >= 0 @ 0.646492, 246
c     bounds 658057 >= 0 @ 0.648764, 246
c     bounds 658041 >= 0 @ 0.651213, 246
c     bounds 656105 >= 0 @ 0.653726, 246
c     bounds 656101 >= 0 @ 0.656289, 246
c     bounds 652737 >= 0 @ 0.658948, 246
c     bounds 649209 >= 0 @ 0.661206, 246
c     bounds 648804 >= 0 @ 0.663673, 246
c     bounds 648769 >= 0 @ 0.666074, 246
c     bounds 648768 >= 0 @ 0.66815, 246
c     bounds 648767 >= 0 @ 0.669905, 246
c     bounds 648682 >= 0 @ 0.672874, 246
c     bounds 648647 >= 0 @ 0.675957, 246
c     bounds 648646 >= 0 @ 0.67789, 246
c     bounds 648637 >= 0 @ 0.681042, 246
c     bounds 648636 >= 0 @ 0.687121, 246
c     bounds 648635 >= 0 @ 0.69161, 246
c     bounds 648619 >= 0 @ 0.698007, 246
c     bounds 648555 >= 0 @ 0.705273, 246
c     bounds 648510 >= 0 @ 0.707807, 246
c     bounds 648475 >= 0 @ 0.711923, 246
c     bounds 648474 >= 0 @ 0.715365, 246
c     bounds 648438 >= 0 @ 0.71778, 246
c     bounds 648374 >= 0 @ 0.72017, 246
c     bounds 643333 >= 0 @ 0.722718, 246
c     bounds 643189 >= 0 @ 0.727994, 246
c     bounds 643140 >= 0 @ 0.733041, 246
c     bounds 643124 >= 0 @ 0.739618, 246
c     bounds 642835 >= 0 @ 0.742477, 246
c     bounds 635880 >= 0 @ 0.745044, 246
c     bounds 635475 >= 0 @ 0.74937, 246
c     bounds 635440 >= 0 @ 0.75199, 246
c     bounds 635439 >= 0 @ 0.754016, 246
c     bounds 622159 >= 0 @ 0.756872, 246
c     bounds 620751 >= 0 @ 0.760117, 246
c     bounds 620346 >= 0 @ 0.767764, 246
c     bounds 620311 >= 0 @ 0.772344, 246
c     bounds 620310 >= 0 @ 0.774673, 246
c     bounds 620262 >= 0 @ 0.777246, 246
c     bounds 620261 >= 0 @ 0.779411, 246
c     bounds 612602 >= 0 @ 0.781957, 246
c     bounds 612197 >= 0 @ 0.78612, 246
c     bounds 612162 >= 0 @ 0.793218, 246
c     bounds 612161 >= 0 @ 0.79896, 246
c     bounds 612112 >= 0 @ 0.805578, 246
c     bounds 612103 >= 0 @ 0.808307, 246
c     bounds 612102 >= 0 @ 0.81055, 246
c     bounds 612098 >= 0 @ 0.812918, 246
c     bounds 612063 >= 0 @ 0.818381, 246
c     bounds 612062 >= 0 @ 0.82312, 246
c     bounds 611333 >= 0 @ 0.830863, 246
c     bounds 610804 >= 0 @ 0.836389, 246
c     bounds 597769 >= 0 @ 0.845553, 246
c     bounds 595920 >= 0 @ 0.855243, 246
c     bounds 581036 >= 0 @ 0.861487, 246
c     bounds 581000 >= 0 @ 0.87005, 246
c     bounds 580984 >= 0 @ 0.879113, 246
c     bounds 580935 >= 0 @ 0.885981, 246
c     bounds 580647 >= 0 @ 0.890765, 246
c     bounds 580242 >= 0 @ 0.893494, 246
c     bounds 580207 >= 0 @ 0.896046, 246
c     bounds 580206 >= 0 @ 0.902447, 246
c     bounds 580205 >= 0 @ 0.908096, 246
c     bounds 580204 >= 0 @ 0.913924, 246
c     bounds 580196 >= 0 @ 0.920779, 246
c     bounds 580195 >= 0 @ 0.92811, 246
c     bounds 580182 >= 0 @ 0.935417, 246
c     bounds 580147 >= 0 @ 0.939852, 246
c     bounds 580146 >= 0 @ 0.941837, 246
c     bounds 579950 >= 0 @ 0.944415, 246
c     bounds 579221 >= 0 @ 0.948798, 246
c     bounds 577777 >= 0 @ 0.954269, 246
c     bounds 576936 >= 0 @ 0.959407, 246
c     bounds 564836 >= 0 @ 0.965735, 246
c     bounds 550211 >= 0 @ 0.968283, 246
c     bounds 550204 >= 0 @ 0.97105, 246
c     bounds 550196 >= 0 @ 0.973652, 246
c     bounds 550195 >= 0 @ 0.982561, 246
c     bounds 538314 >= 0 @ 0.989945, 246
c     bounds 532073 >= 0 @ 0.995334, 246
c     bounds 522469 >= 0 @ 0.997759, 246
c     bounds 522244 >= 0 @ 1.00031, 246
c     bounds 521515 >= 0 @ 1.0028, 246
c     bounds 521490 >= 0 @ 1.00921, 246
c     bounds 521035 >= 0 @ 1.01488, 246
c     bounds 519186 >= 0 @ 1.01735, 246
c     bounds 519140 >= 0 @ 1.03838, 248
c     bounds 513956 >= 0 @ 1.05744, 263
c     bounds 510267 >= 0 @ 1.09776, 312
c     bounds 500276 >= 0 @ 1.10951, 313
c     bounds 485025 >= 0 @ 1.13131, 321
c     bounds 484993 >= 0 @ 1.14154, 322
c     bounds 480001 >= 0 @ 1.14827, 331
c     bounds 479376 >= 0 @ 1.15795, 331
c     bounds 479368 >= 0 @ 1.16374, 331
c     bounds 468759 >= 0 @ 1.19695, 332
c     bounds 468758 >= 0 @ 1.20142, 332
c     bounds 458150 >= 0 @ 1.20603, 332
c     bounds 458149 >= 0 @ 1.20815, 332
c     bounds 443533 >= 0 @ 1.21047, 332
c     bounds 443517 >= 0 @ 1.21294, 332
c     bounds 443509 >= 0 @ 1.21508, 332
c     bounds 443508 >= 0 @ 1.21907, 332
c     bounds 433308 >= 0 @ 1.23142, 333
c     bounds 427979 >= 0 @ 1.24065, 334
c     bounds 419698 >= 0 @ 1.26827, 335
c     bounds 413146 >= 0 @ 1.30194, 345
c     bounds 411443 >= 0 @ 1.32793, 388
c     bounds 407163 >= 0 @ 1.3635, 407
c     bounds 406202 >= 0 @ 1.36633, 408
c     bounds 406163 >= 0 @ 1.38913, 411
c     bounds 405939 >= 0 @ 1.39489, 412
c     bounds 405914 >= 0 @ 1.411, 415
c     bounds 405913 >= 0 @ 1.41636, 415
c     bounds 405912 >= 0 @ 1.42248, 415
c     bounds 405903 >= 0 @ 1.43227, 416
c     bounds 405902 >= 0 @ 1.43468, 416
c     bounds 405678 >= 0 @ 1.44835, 418
c     bounds 405677 >= 0 @ 1.45391, 418
c     bounds 404918 >= 0 @ 1.47877, 430
c     bounds 404095 >= 0 @ 1.64399, 453
c     bounds 404094 >= 0 @ 1.65185, 453
c     bounds 404085 >= 0 @ 1.67055, 454
c     bounds 404084 >= 0 @ 1.67349, 454
c     bounds 404083 >= 0 @ 1.67847, 454
c     bounds 404048 >= 0 @ 1.68371, 455
c     bounds 403664 >= 0 @ 1.69339, 482
c     bounds 403601 >= 0 @ 1.72819, 493
c     bounds 403600 >= 0 @ 1.73194, 493
c     bounds 403599 >= 0 @ 1.73401, 493
c     bounds 391282 >= 0 @ 1.73661, 493
c     bounds 391279 >= 0 @ 1.73928, 493
c     bounds 391278 >= 0 @ 1.74135, 493
c     bounds 391269 >= 0 @ 1.74387, 493
c     bounds 383698 >= 0 @ 1.74635, 493
c     bounds 383569 >= 0 @ 1.74854, 493
c     bounds 383185 >= 0 @ 1.75053, 493
c     bounds 383169 >= 0 @ 1.75312, 493
c     bounds 379673 >= 0 @ 1.75589, 493
c     bounds 379449 >= 0 @ 1.75843, 493
c     bounds 379448 >= 0 @ 1.7605, 493
c     bounds 377857 >= 0 @ 1.76292, 493
c     bounds 377849 >= 0 @ 1.76557, 493
c     bounds 377848 >= 0 @ 1.7677, 493
c     bounds 377823 >= 0 @ 1.77023, 493
c     bounds 377819 >= 0 @ 1.77277, 493
c     bounds 377818 >= 0 @ 1.77478, 493
c     bounds 377809 >= 0 @ 1.77707, 493
c     bounds 377709 >= 0 @ 1.7795, 493
c     bounds 377669 >= 0 @ 1.7818, 493
c     bounds 377665 >= 0 @ 1.78828, 495
c     bounds 363779 >= 0 @ 1.82397, 549
c     bounds 363563 >= 0 @ 1.82816, 549
c     bounds 363558 >= 0 @ 1.83021, 549
c     bounds 363499 >= 0 @ 1.83321, 550
c     bounds 352687 >= 0 @ 1.85212, 558
c     bounds 352686 >= 0 @ 1.85625, 558
c     bounds 352685 >= 0 @ 1.85877, 558
c     bounds 352684 >= 0 @ 1.86274, 558
c     bounds 352673 >= 0 @ 1.8663, 558
c     bounds 352664 >= 0 @ 1.86858, 558
c     bounds 352657 >= 0 @ 1.871, 558
c     bounds 352652 >= 0 @ 1.87351, 558
c     bounds 352649 >= 0 @ 1.87588, 558
c     bounds 352119 >= 0 @ 1.88681, 559
c     bounds 352107 >= 0 @ 1.88995, 560
c     bounds 345051 >= 0 @ 1.89669, 568
c     bounds 341082 >= 0 @ 1.89927, 568
c     bounds 340922 >= 0 @ 1.90183, 568
c     bounds 340914 >= 0 @ 1.90424, 568
c     bounds 340913 >= 0 @ 1.90599, 568
c     bounds 338768 >= 0 @ 1.90867, 569
c     bounds 329291 >= 0 @ 1.91572, 576
c     bounds 329066 >= 0 @ 1.9185, 576
c     bounds 329050 >= 0 @ 1.92103, 576
c     bounds 328726 >= 0 @ 1.92363, 576
c     bounds 328582 >= 0 @ 1.92588, 576
c     bounds 327853 >= 0 @ 1.92845, 576
c     bounds 326829 >= 0 @ 1.93087, 576
c     bounds 326604 >= 0 @ 1.9333, 576
c     bounds 315789 >= 0 @ 1.93586, 576
c     bounds 315788 >= 0 @ 1.93774, 576
c     bounds 310163 >= 0 @ 1.94018, 576
c     bounds 310160 >= 0 @ 1.9428, 576
c     bounds 310159 >= 0 @ 1.94489, 576
c     bounds 310158 >= 0 @ 1.94688, 576
c     bounds 310058 >= 0 @ 1.94962, 576
c     bounds 307849 >= 0 @ 1.95241, 576
c     bounds 307786 >= 0 @ 1.95905, 576
c     bounds 307785 >= 0 @ 1.96473, 576
c     bounds 307781 >= 0 @ 1.96842, 576
c     bounds 306941 >= 0 @ 1.97152, 576
c     bounds 306940 >= 0 @ 1.97393, 576
c     bounds 302179 >= 0 @ 1.9804, 576
c     bounds 299154 >= 0 @ 1.98703, 576
c     bounds 298865 >= 0 @ 1.99141, 576
c     bounds 298816 >= 0 @ 1.99676, 576
c     bounds 298812 >= 0 @ 2.00727, 576
c     bounds 298811 >= 0 @ 2.00961, 576
c     bounds 298810 >= 0 @ 2.01178, 576
c     bounds 297211 >= 0 @ 2.01785, 576
c     bounds 297210 >= 0 @ 2.02564, 576
c     bounds 296249 >= 0 @ 2.03072, 576
c     bounds 295024 >= 0 @ 2.04078, 576
c     bounds 288135 >= 0 @ 2.04712, 576
c     bounds 278531 >= 0 @ 2.05279, 576
c     bounds 266431 >= 0 @ 2.05652, 576
c     bounds 254767 >= 0 @ 2.05938, 576
c     bounds 251046 >= 0 @ 2.06231, 576
c     bounds 245862 >= 0 @ 2.06515, 576
c     bounds 245237 >= 0 @ 2.06831, 576
c     bounds 245201 >= 0 @ 2.07129, 576
c     bounds 245200 >= 0 @ 2.07372, 576
c     bounds 245184 >= 0 @ 2.07653, 576
c     bounds 242159 >= 0 @ 2.07965, 576
c     bounds 240934 >= 0 @ 2.0824, 576
c     bounds 239710 >= 0 @ 2.08672, 576
c     bounds 239709 >= 0 @ 2.09198, 576
c     bounds 223580 >= 0 @ 2.09634, 576
c     bounds 212764 >= 0 @ 2.09901, 576
c     bounds 204664 >= 0 @ 2.10221, 576
c     bounds 191439 >= 0 @ 2.10627, 576
c     bounds 190955 >= 0 @ 2.11329, 576
c     bounds 185027 >= 0 @ 2.12018, 576
c     bounds 185026 >= 0 @ 2.12525, 576
c     bounds 184665 >= 0 @ 2.13587, 576
c     bounds 184664 >= 0 @ 2.14163, 576
c     bounds 184660 >= 0 @ 2.14986, 576
c     bounds 184405 >= 0 @ 2.15422, 576
c     bounds 184404 >= 0 @ 2.15664, 576
c     bounds 181488 >= 0 @ 2.15975, 576
c     bounds 179807 >= 0 @ 2.16654, 576
c     bounds 179803 >= 0 @ 2.17378, 576
c     bounds 173403 >= 0 @ 2.1815, 576
c     bounds 166178 >= 0 @ 2.18841, 576
c     bounds 166009 >= 0 @ 2.19177, 576
c     bounds 163984 >= 0 @ 2.19471, 576
c     bounds 163903 >= 0 @ 2.19868, 576
c     bounds 163878 >= 0 @ 2.20818, 576
c     bounds 163877 >= 0 @ 2.21526, 576
