c Exact - branch main commit 8dac976
c Reading input file, expected format is wbo
c #vars 2061 #constraints 1867
c PRESOLVE
c     bounds 16503 >= 0 @ 0.340187, 423
c     bounds 7437 >= 0 @ 0.343897, 423
c     bounds 7436 >= 0 @ 0.36625, 449
c     bounds 7435 >= 0 @ 0.368697, 449
c     bounds 7434 >= 0 @ 0.370588, 449
c     bounds 7433 >= 0 @ 0.372462, 449
c     bounds 7432 >= 0 @ 0.374239, 449
c     bounds 7430 >= 0 @ 0.376226, 449
c     bounds 7427 >= 0 @ 0.378107, 449
c     bounds 7423 >= 0 @ 0.380259, 449
c     bounds 7422 >= 0 @ 0.382366, 449
c     bounds 7421 >= 0 @ 0.384246, 449
c     bounds 7420 >= 0 @ 0.386008, 449
c     bounds 7416 >= 0 @ 0.388121, 449
c     bounds 7415 >= 0 @ 0.390209, 449
c     bounds 7414 >= 0 @ 0.39205, 449
c     bounds 7413 >= 0 @ 0.393816, 449
c     bounds 7410 >= 0 @ 0.396067, 449
c     bounds 7409 >= 0 @ 0.398162, 449
c     bounds 7408 >= 0 @ 0.39999, 449
c     bounds 7405 >= 0 @ 0.401889, 449
c     bounds 7404 >= 0 @ 0.403909, 449
c     bounds 7403 >= 0 @ 0.405728, 449
c     bounds 7402 >= 0 @ 0.407588, 449
c     bounds 7401 >= 0 @ 0.409539, 449
c     bounds 7400 >= 0 @ 0.411415, 449
c     bounds 7399 >= 0 @ 0.413215, 449
c     bounds 7398 >= 0 @ 0.414979, 449
c     bounds 7396 >= 0 @ 0.416976, 449
c     bounds 7394 >= 0 @ 0.418893, 449
c     bounds 7390 >= 0 @ 0.42087, 449
c     bounds 7378 >= 0 @ 0.423258, 449
c     bounds 7369 >= 0 @ 0.42527, 449
c     bounds 7363 >= 0 @ 0.427543, 449
c     bounds 7360 >= 0 @ 0.429677, 449
c     bounds 7357 >= 0 @ 0.431838, 449
c     bounds 7356 >= 0 @ 0.434008, 449
c     bounds 7355 >= 0 @ 0.435818, 449
c     bounds 7353 >= 0 @ 0.437854, 449
c     bounds 7351 >= 0 @ 0.439901, 449
c     bounds 7349 >= 0 @ 0.441937, 449
c     bounds 7348 >= 0 @ 0.443817, 449
c     bounds 7346 >= 0 @ 0.445845, 449
c     bounds 7345 >= 0 @ 0.447777, 449
c     bounds 7344 >= 0 @ 0.44969, 449
c     bounds 7343 >= 0 @ 0.451561, 449
c     bounds 7342 >= 0 @ 0.453395, 449
c     bounds 7341 >= 0 @ 0.455189, 449
c     bounds 7340 >= 0 @ 0.456977, 449
c     bounds 7336 >= 0 @ 0.459029, 449
