c Exact - branch main commit 8dac976
c Reading input file, expected format is wbo
c #vars 2077 #constraints 1875
c PRESOLVE
c     bounds 555 >= 0 @ 0.464808, 806
c     bounds 555 >= 1 @ 0.47867, 807
c 1000 confls 3701 constrs 2077 vars
c     bounds 555 >= 2 @ 5.7053, 1777
c     bounds 554 >= 2 @ 5.71502, 1778
c     bounds 553 >= 2 @ 5.71677, 1778
c     bounds 552 >= 2 @ 5.71843, 1778
c     bounds 551 >= 2 @ 5.7201, 1778
c     bounds 550 >= 2 @ 5.72172, 1778
c     bounds 549 >= 2 @ 5.72337, 1778
c     bounds 548 >= 2 @ 5.72527, 1778
c     bounds 547 >= 2 @ 5.72698, 1778
c     bounds 546 >= 2 @ 5.72876, 1778
c     bounds 545 >= 2 @ 5.7306, 1778
c     bounds 544 >= 2 @ 5.73242, 1778
c     bounds 543 >= 2 @ 5.73415, 1778
c     bounds 542 >= 2 @ 5.73591, 1778
c     bounds 541 >= 2 @ 5.73772, 1778
c     bounds 540 >= 2 @ 5.73954, 1778
c     bounds 539 >= 2 @ 5.7414, 1778
c     bounds 538 >= 2 @ 5.74325, 1778
c     bounds 537 >= 2 @ 5.74508, 1778
c     bounds 536 >= 2 @ 5.74688, 1778
c     bounds 535 >= 2 @ 5.74864, 1778
c     bounds 534 >= 2 @ 5.75034, 1778
c     bounds 533 >= 2 @ 5.75207, 1778
c     bounds 532 >= 2 @ 5.75379, 1778
c     bounds 531 >= 2 @ 5.75541, 1778
c     bounds 530 >= 2 @ 5.75711, 1778
c     bounds 529 >= 2 @ 5.75883, 1778
c     bounds 528 >= 2 @ 5.76049, 1778
c     bounds 527 >= 2 @ 5.76222, 1778
c     bounds 526 >= 2 @ 5.764, 1778
c     bounds 525 >= 2 @ 5.76571, 1778
c     bounds 524 >= 2 @ 5.76737, 1778
c     bounds 523 >= 2 @ 5.76908, 1778
c     bounds 522 >= 2 @ 5.77089, 1778
c     bounds 521 >= 2 @ 5.77264, 1778
c     bounds 520 >= 2 @ 5.77446, 1778
c     bounds 519 >= 2 @ 5.77623, 1778
c     bounds 518 >= 2 @ 5.77798, 1778
c     bounds 517 >= 2 @ 5.78002, 1778
c     bounds 516 >= 2 @ 5.78186, 1778
c     bounds 515 >= 2 @ 5.79117, 1779
c     bounds 514 >= 2 @ 5.79283, 1779
c     bounds 513 >= 2 @ 5.79461, 1779
c     bounds 512 >= 2 @ 5.79654, 1779
c     bounds 511 >= 2 @ 5.79833, 1779
c     bounds 510 >= 2 @ 5.80012, 1779
c     bounds 509 >= 2 @ 5.8019, 1779
c     bounds 508 >= 2 @ 5.80368, 1779
c     bounds 507 >= 2 @ 5.80549, 1779
c     bounds 506 >= 2 @ 5.8148, 1780
c     bounds 505 >= 2 @ 5.81652, 1780
c     bounds 504 >= 2 @ 5.81833, 1780
c     bounds 503 >= 2 @ 5.82785, 1781
c     bounds 502 >= 2 @ 5.82964, 1781
c     bounds 501 >= 2 @ 5.83136, 1781
c     bounds 500 >= 2 @ 5.834, 1781
c     bounds 499 >= 2 @ 5.83588, 1781
c     bounds 498 >= 2 @ 5.83778, 1781
c     bounds 497 >= 2 @ 5.83967, 1781
c     bounds 496 >= 2 @ 5.84151, 1781
c     bounds 495 >= 2 @ 5.84336, 1781
c     bounds 494 >= 2 @ 5.84518, 1781
c     bounds 493 >= 2 @ 5.84694, 1781
c     bounds 492 >= 2 @ 5.84879, 1781
c     bounds 491 >= 2 @ 5.85056, 1781
c     bounds 490 >= 2 @ 5.85231, 1781
c     bounds 489 >= 2 @ 5.85406, 1781
c     bounds 488 >= 2 @ 5.85582, 1781
c     bounds 487 >= 2 @ 5.85763, 1781
c     bounds 486 >= 2 @ 5.85948, 1781
c     bounds 485 >= 2 @ 5.86137, 1781
c     bounds 484 >= 2 @ 5.86322, 1781
c     bounds 483 >= 2 @ 5.86507, 1781
c     bounds 482 >= 2 @ 5.86698, 1781
c     bounds 481 >= 2 @ 5.86887, 1781
c     bounds 480 >= 2 @ 5.87071, 1781
c     bounds 479 >= 2 @ 5.87261, 1781
c     bounds 478 >= 2 @ 5.87442, 1781
c     bounds 477 >= 2 @ 5.87629, 1781
c     bounds 476 >= 2 @ 5.87815, 1781
c     bounds 475 >= 2 @ 5.87991, 1781
c     bounds 474 >= 2 @ 5.88173, 1781
c     bounds 473 >= 2 @ 5.88348, 1781
