c Exact - branch main commit 8dac976
c Reading input file, expected format is wbo
c #vars 1975 #constraints 1873
c PRESOLVE
c     bounds 365 >= 0 @ 0.438314, 234
c     bounds 365 >= 1 @ 0.475284, 235
c 1000 confls 3598 constrs 1874 vars
c     bounds 365 >= 2 @ 8.39716, 1066
c     bounds 364 >= 2 @ 8.41463, 1066
c     bounds 363 >= 2 @ 8.4174, 1066
c     bounds 362 >= 2 @ 8.42013, 1066
c     bounds 361 >= 2 @ 8.42206, 1066
c     bounds 360 >= 2 @ 8.42382, 1066
c     bounds 359 >= 2 @ 8.42565, 1066
c     bounds 358 >= 2 @ 8.43082, 1066
c     bounds 357 >= 2 @ 8.43456, 1066
c     bounds 356 >= 2 @ 8.43828, 1066
c     bounds 355 >= 2 @ 8.44404, 1066
c     bounds 354 >= 2 @ 8.44652, 1066
c     bounds 353 >= 2 @ 8.44992, 1066
c     bounds 352 >= 2 @ 8.45621, 1066
c     bounds 351 >= 2 @ 8.46194, 1066
c     bounds 350 >= 2 @ 8.46642, 1066
c     bounds 349 >= 2 @ 8.47219, 1066
c     bounds 348 >= 2 @ 8.47629, 1066
c     bounds 347 >= 2 @ 8.47924, 1066
c     bounds 346 >= 2 @ 8.48866, 1066
c     bounds 345 >= 2 @ 8.49385, 1066
c     bounds 344 >= 2 @ 8.50105, 1066
c     bounds 343 >= 2 @ 8.50545, 1066
c     bounds 342 >= 2 @ 8.50945, 1066
c     bounds 341 >= 2 @ 8.51276, 1066
c     bounds 340 >= 2 @ 8.51671, 1066
c     bounds 339 >= 2 @ 8.52063, 1066
c     bounds 338 >= 2 @ 8.52727, 1066
c     bounds 337 >= 2 @ 8.5316, 1066
c     bounds 336 >= 2 @ 8.53877, 1066
c     bounds 335 >= 2 @ 8.54174, 1066
c     bounds 334 >= 2 @ 8.54585, 1066
c     bounds 333 >= 2 @ 8.55122, 1066
c     bounds 332 >= 2 @ 8.55392, 1066
c     bounds 331 >= 2 @ 8.5559, 1066
c     bounds 330 >= 2 @ 8.55782, 1066
c     bounds 329 >= 2 @ 8.56288, 1066
c     bounds 328 >= 2 @ 8.56715, 1066
c     bounds 327 >= 2 @ 8.57122, 1066
c     bounds 326 >= 2 @ 8.58555, 1066
c     bounds 325 >= 2 @ 8.58856, 1066
c     bounds 324 >= 2 @ 8.59224, 1066
c     bounds 323 >= 2 @ 8.59584, 1066
c     bounds 322 >= 2 @ 8.59792, 1066
c     bounds 321 >= 2 @ 8.60006, 1066
c     bounds 320 >= 2 @ 8.60208, 1066
c     bounds 319 >= 2 @ 8.60415, 1066
c     bounds 318 >= 2 @ 8.6073, 1066
c     bounds 317 >= 2 @ 8.60946, 1066
c     bounds 316 >= 2 @ 8.61146, 1066
c     bounds 315 >= 2 @ 8.61371, 1066
c     bounds 314 >= 2 @ 8.61692, 1066
c     bounds 313 >= 2 @ 8.62002, 1066
c     bounds 312 >= 2 @ 8.62357, 1066
c     bounds 311 >= 2 @ 8.62724, 1066
c     bounds 310 >= 2 @ 8.63099, 1066
c     bounds 309 >= 2 @ 8.63485, 1066
c     bounds 308 >= 2 @ 8.64028, 1066
c     bounds 307 >= 2 @ 8.64397, 1066
c     bounds 306 >= 2 @ 8.6485, 1066
c     bounds 305 >= 2 @ 8.658, 1066
c     bounds 304 >= 2 @ 8.66223, 1066
c     bounds 303 >= 2 @ 8.66616, 1066
c     bounds 302 >= 2 @ 8.67266, 1066
c     bounds 301 >= 2 @ 8.67471, 1066
c     bounds 300 >= 2 @ 8.67696, 1066
c     bounds 299 >= 2 @ 8.67903, 1066
c     bounds 298 >= 2 @ 8.68475, 1066
c     bounds 297 >= 2 @ 8.68854, 1066
c     bounds 296 >= 2 @ 8.69232, 1066
c     bounds 295 >= 2 @ 8.69581, 1066
c     bounds 294 >= 2 @ 8.69799, 1066
c     bounds 293 >= 2 @ 8.70164, 1066
c     bounds 292 >= 2 @ 8.70464, 1066
c     bounds 291 >= 2 @ 8.71092, 1066
c     bounds 290 >= 2 @ 8.71372, 1066
c     bounds 289 >= 2 @ 8.71577, 1066
c     bounds 288 >= 2 @ 8.71778, 1066
c     bounds 287 >= 2 @ 8.71978, 1066
c     bounds 286 >= 2 @ 8.72675, 1066
c     bounds 285 >= 2 @ 8.72986, 1066
c     bounds 284 >= 2 @ 8.73304, 1066
c     bounds 283 >= 2 @ 8.7362, 1066
c     bounds 282 >= 2 @ 8.73992, 1066
c     bounds 281 >= 2 @ 8.74331, 1066
c     bounds 280 >= 2 @ 8.75537, 1066
c     bounds 279 >= 2 @ 8.75843, 1066
c     bounds 278 >= 2 @ 8.76264, 1066
c     bounds 277 >= 2 @ 8.76951, 1066
c     bounds 276 >= 2 @ 8.77315, 1066
c     bounds 275 >= 2 @ 8.77579, 1066
c     bounds 274 >= 2 @ 8.78072, 1066
c     bounds 273 >= 2 @ 8.78584, 1066
c     bounds 272 >= 2 @ 8.78834, 1066
c     bounds 271 >= 2 @ 8.79051, 1066
c     bounds 270 >= 2 @ 8.79992, 1066
c     bounds 269 >= 2 @ 8.80264, 1066
c     bounds 268 >= 2 @ 8.80742, 1066
c     bounds 267 >= 2 @ 8.8135, 1066
c     bounds 266 >= 2 @ 8.81771, 1066
c     bounds 265 >= 2 @ 8.82897, 1066
c     bounds 264 >= 2 @ 8.8331, 1066
c     bounds 263 >= 2 @ 8.83785, 1066
c     bounds 262 >= 2 @ 8.84169, 1066
c     bounds 261 >= 2 @ 8.84588, 1066
c     bounds 260 >= 2 @ 8.8502, 1066
c     bounds 259 >= 2 @ 8.85618, 1066
c     bounds 258 >= 2 @ 8.85943, 1066
c     bounds 257 >= 2 @ 8.86233, 1066
c     bounds 256 >= 2 @ 8.86882, 1066
c     bounds 255 >= 2 @ 8.871, 1066
c     bounds 254 >= 2 @ 8.87491, 1066
c     bounds 253 >= 2 @ 8.87985, 1066
c     bounds 252 >= 2 @ 8.88429, 1066
c     bounds 251 >= 2 @ 8.88767, 1066
c     bounds 250 >= 2 @ 8.8964, 1066
c     bounds 249 >= 2 @ 8.90008, 1066
c     bounds 248 >= 2 @ 8.90444, 1066
c     bounds 247 >= 2 @ 8.90785, 1066
c     bounds 246 >= 2 @ 8.91006, 1066
c     bounds 245 >= 2 @ 8.91338, 1066
c     bounds 244 >= 2 @ 8.91875, 1066
c     bounds 243 >= 2 @ 8.92296, 1066
c     bounds 242 >= 2 @ 8.92679, 1066
c     bounds 241 >= 2 @ 8.93418, 1066
c     bounds 240 >= 2 @ 8.93738, 1066
c     bounds 239 >= 2 @ 8.94158, 1066
c     bounds 238 >= 2 @ 8.94806, 1066
c     bounds 237 >= 2 @ 8.95205, 1066
c     bounds 236 >= 2 @ 8.95596, 1066
c     bounds 235 >= 2 @ 8.96273, 1066
c     bounds 234 >= 2 @ 8.96671, 1066
c     bounds 233 >= 2 @ 8.97076, 1066
c     bounds 232 >= 2 @ 8.97621, 1066
c     bounds 231 >= 2 @ 8.97844, 1066
c     bounds 230 >= 2 @ 8.9819, 1066
c     bounds 229 >= 2 @ 8.99139, 1066
c     bounds 228 >= 2 @ 8.99527, 1066
c     bounds 227 >= 2 @ 8.99917, 1066
c     bounds 226 >= 2 @ 9.00592, 1066
c     bounds 225 >= 2 @ 9.01036, 1066
c     bounds 224 >= 2 @ 9.01321, 1066
c     bounds 223 >= 2 @ 9.01652, 1066
c     bounds 222 >= 2 @ 9.01853, 1066
c     bounds 221 >= 2 @ 9.02037, 1066
c     bounds 220 >= 2 @ 9.02222, 1066
c     bounds 219 >= 2 @ 9.02421, 1066
c     bounds 218 >= 2 @ 9.03079, 1066
c     bounds 217 >= 2 @ 9.03416, 1066
c     bounds 216 >= 2 @ 9.03732, 1066
c     bounds 215 >= 2 @ 9.04542, 1066
c     bounds 214 >= 2 @ 9.04768, 1066
c     bounds 213 >= 2 @ 9.04976, 1066
c     bounds 212 >= 2 @ 9.05336, 1066
c     bounds 211 >= 2 @ 9.06109, 1066
c     bounds 210 >= 2 @ 9.06519, 1066
c     bounds 209 >= 2 @ 9.07266, 1066
c     bounds 208 >= 2 @ 9.07574, 1066
c     bounds 207 >= 2 @ 9.07963, 1066
c     bounds 206 >= 2 @ 9.08458, 1066
c     bounds 205 >= 2 @ 9.08665, 1066
c     bounds 204 >= 2 @ 9.08856, 1066
c     bounds 203 >= 2 @ 9.09175, 1066
c     bounds 202 >= 2 @ 9.0941, 1066
c     bounds 201 >= 2 @ 9.09899, 1066
c     bounds 200 >= 2 @ 9.1029, 1066
c     bounds 199 >= 2 @ 9.10628, 1066
c     bounds 198 >= 2 @ 9.11073, 1066
c     bounds 197 >= 2 @ 9.11552, 1066
c     bounds 196 >= 2 @ 9.11908, 1066
c     bounds 195 >= 2 @ 9.12628, 1066
c     bounds 194 >= 2 @ 9.1285, 1066
c     bounds 193 >= 2 @ 9.13107, 1066
c     bounds 192 >= 2 @ 9.13431, 1066
c     bounds 191 >= 2 @ 9.13868, 1066
c     bounds 190 >= 2 @ 9.14089, 1066
c     bounds 189 >= 2 @ 9.14287, 1066
c     bounds 188 >= 2 @ 9.14486, 1066
c     bounds 187 >= 2 @ 9.14685, 1066
c     bounds 186 >= 2 @ 9.15514, 1066
c     bounds 185 >= 2 @ 9.15935, 1066
c     bounds 184 >= 2 @ 9.16744, 1066
c     bounds 183 >= 2 @ 9.17129, 1066
c     bounds 182 >= 2 @ 9.17512, 1066
c     bounds 181 >= 2 @ 9.17774, 1066
c     bounds 180 >= 2 @ 9.17964, 1066
c     bounds 179 >= 2 @ 9.18486, 1066
c     bounds 178 >= 2 @ 9.18836, 1066
c     bounds 177 >= 2 @ 9.19777, 1066
c     bounds 176 >= 2 @ 9.20083, 1066
c     bounds 175 >= 2 @ 9.20367, 1066
c     bounds 174 >= 2 @ 9.20877, 1066
c     bounds 173 >= 2 @ 9.21197, 1066
c     bounds 172 >= 2 @ 9.21592, 1066
c     bounds 171 >= 2 @ 9.21953, 1066
c     bounds 170 >= 2 @ 9.22154, 1066
c     bounds 169 >= 2 @ 9.22365, 1066
c     bounds 168 >= 2 @ 9.22562, 1066
c     bounds 167 >= 2 @ 9.22783, 1066
c     bounds 166 >= 2 @ 9.23749, 1066
c     bounds 165 >= 2 @ 9.23951, 1066
c     bounds 164 >= 2 @ 9.2414, 1066
c     bounds 163 >= 2 @ 9.24501, 1066
c     bounds 162 >= 2 @ 9.25019, 1066
c     bounds 161 >= 2 @ 9.2544, 1066
c     bounds 160 >= 2 @ 9.26159, 1066
c     bounds 159 >= 2 @ 9.26559, 1066
c     bounds 158 >= 2 @ 9.26796, 1066
c     bounds 157 >= 2 @ 9.26982, 1066
c     bounds 156 >= 2 @ 9.27603, 1066
c     bounds 155 >= 2 @ 9.27995, 1066
c     bounds 154 >= 2 @ 9.28203, 1066
c     bounds 153 >= 2 @ 9.28399, 1066
c     bounds 152 >= 2 @ 9.28858, 1066
c     bounds 151 >= 2 @ 9.29093, 1066
c     bounds 150 >= 2 @ 9.29318, 1066
c     bounds 149 >= 2 @ 9.29547, 1066
c     bounds 148 >= 2 @ 9.30698, 1066
c     bounds 147 >= 2 @ 9.31117, 1066
c     bounds 146 >= 2 @ 9.31501, 1066
c     bounds 145 >= 2 @ 9.32653, 1066
c     bounds 144 >= 2 @ 9.33045, 1066
c     bounds 143 >= 2 @ 9.33428, 1066
c     bounds 142 >= 2 @ 9.34034, 1066
c     bounds 141 >= 2 @ 9.34373, 1066
c     bounds 140 >= 2 @ 9.35349, 1066
c     bounds 139 >= 2 @ 9.35559, 1066
c     bounds 138 >= 2 @ 9.35751, 1066
c     bounds 137 >= 2 @ 9.35928, 1066
c     bounds 136 >= 2 @ 9.36103, 1066
c     bounds 135 >= 2 @ 9.36295, 1066
c     bounds 134 >= 2 @ 9.36495, 1066
c     bounds 133 >= 2 @ 9.36683, 1066
c     bounds 132 >= 2 @ 9.3686, 1066
c     bounds 131 >= 2 @ 9.37038, 1066
c     bounds 130 >= 2 @ 9.3722, 1066
c     bounds 129 >= 2 @ 9.3775, 1066
c     bounds 128 >= 2 @ 9.38083, 1066
c     bounds 127 >= 2 @ 9.38468, 1066
c     bounds 126 >= 2 @ 9.39329, 1066
c     bounds 125 >= 2 @ 9.3972, 1066
c     bounds 124 >= 2 @ 9.40103, 1066
c     bounds 123 >= 2 @ 9.41123, 1066
c     bounds 122 >= 2 @ 9.41592, 1066
c     bounds 121 >= 2 @ 9.41788, 1066
c     bounds 120 >= 2 @ 9.43036, 1066
c     bounds 119 >= 2 @ 9.4325, 1066
c     bounds 118 >= 2 @ 9.43443, 1066
c     bounds 117 >= 2 @ 9.43631, 1066
c     bounds 116 >= 2 @ 9.43815, 1066
c     bounds 115 >= 2 @ 9.4431, 1066
c     bounds 114 >= 2 @ 9.44679, 1066
c     bounds 113 >= 2 @ 9.45, 1066
c     bounds 112 >= 2 @ 9.45523, 1066
c     bounds 111 >= 2 @ 9.45959, 1066
c     bounds 110 >= 2 @ 9.46373, 1066
c     bounds 109 >= 2 @ 9.46825, 1066
c     bounds 108 >= 2 @ 9.47209, 1066
c     bounds 107 >= 2 @ 9.47593, 1066
c     bounds 106 >= 2 @ 9.47978, 1066
c     bounds 105 >= 2 @ 9.48281, 1066
c     bounds 104 >= 2 @ 9.48655, 1066
c     bounds 103 >= 2 @ 9.49079, 1066
c     bounds 102 >= 2 @ 9.49499, 1066
c     bounds 101 >= 2 @ 9.50289, 1066
c     bounds 100 >= 2 @ 9.50625, 1066
c     bounds 99 >= 2 @ 9.51036, 1066
c     bounds 98 >= 2 @ 9.51238, 1066
c     bounds 97 >= 2 @ 9.5209, 1066
c     bounds 96 >= 2 @ 9.5244, 1066
c     bounds 95 >= 2 @ 9.54269, 1067
c     bounds 94 >= 2 @ 9.56668, 1068
c     bounds 93 >= 2 @ 9.56901, 1068
c     bounds 92 >= 2 @ 9.58281, 1069
c     bounds 91 >= 2 @ 9.72341, 1085
c     bounds 90 >= 2 @ 9.74289, 1088
c     bounds 88 >= 2 @ 9.77826, 1102
c     bounds 86 >= 2 @ 9.81868, 1104
c     bounds 85 >= 2 @ 9.83887, 1105
c     bounds 84 >= 2 @ 9.85058, 1106
c     bounds 83 >= 2 @ 9.85237, 1106
c     bounds 82 >= 2 @ 9.85462, 1106
c     bounds 80 >= 2 @ 9.88994, 1108
c     bounds 79 >= 2 @ 9.89205, 1108
c     bounds 78 >= 2 @ 9.89386, 1108
c     bounds 77 >= 2 @ 9.89564, 1108
c     bounds 76 >= 2 @ 9.89738, 1108
c     bounds 75 >= 2 @ 9.89947, 1108
c     bounds 74 >= 2 @ 9.91319, 1109
c     bounds 73 >= 2 @ 9.91495, 1109
c     bounds 72 >= 2 @ 9.91695, 1109
c     bounds 71 >= 2 @ 9.9196, 1109
c     bounds 70 >= 2 @ 9.92149, 1109
c     bounds 69 >= 2 @ 9.92413, 1109
c     bounds 68 >= 2 @ 9.95705, 1114
c     bounds 66 >= 2 @ 9.96282, 1116
